filename,avg_r,avg_g,avg_b
enh_Emoji (76).png,156.94845581054688,134.965576171875,109.78140258789062
gray_Emoji (76).png,150.37159729003906,150.37159729003906,150.37159729003906
Emoji (77).png,63.48066711425781,52.035247802734375,40.34800720214844
bgr_Emoji (77).png,156.34527587890625,40.34800720214844,52.035247802734375
enh_Emoji (77).png,74.79730224609375,62.90086364746094,46.817962646484375
gray_Emoji (77).png,54.14118957519531,54.14118957519531,54.14118957519531
Emoji (78).png,73.30308532714844,49.12092590332031,58.55448913574219
bgr_Emoji (78).png,141.8367919921875,58.55448913574219,49.12092590332031
enh_Emoji (78).png,94.47325134277344,54.91905212402344,70.20108032226562
gray_Emoji (78).png,57.46391296386719,57.46391296386719,57.46391296386719
Emoji (79).png,65.13658142089844,45.01960754394531,53.51161193847656
bgr_Emoji (79).png,132.9276885986328,53.51161193847656,45.01960754394531
enh_Emoji (79).png,83.77238464355469,50.59820556640625,64.83013916015625
gray_Emoji (79).png,52.0364990234375,52.0364990234375,52.0364990234375
Emoji (8).png,87.70803833007812,80.09196472167969,87.94189453125
bgr_Emoji (8).png,149.7530059814453,87.94189453125,80.09196472167969
enh_Emoji (8).png,108.78596496582031,98.55845642089844,111.47073364257812
gray_Emoji (8).png,83.24429321289062,83.24429321289062,83.24429321289062
Emoji (80).png,79.59048461914062,66.70918273925781,72.830078125
bgr_Emoji (80).png,138.52928161621094,72.830078125,66.70918273925781
enh_Emoji (80).png,101.80392456054688,81.49313354492188,90.83935546875
gray_Emoji (80).png,71.28475952148438,71.28475952148438,71.28475952148438
Emoji (9).png,121.01957702636719,116.6053466796875,121.51261901855469
bgr_Emoji (9).png,145.0274658203125,121.51261901855469,116.6053466796875
enh_Emoji (9).png,129.5445098876953,125.89376831054688,134.71511840820312
gray_Emoji (9).png,118.4964599609375,118.4964599609375,118.4964599609375
